Rang,Departement,Commune,Score,Habitants,territoryLabel
315,YVELINES,MAISONS-LAFFITTE,54.99644139766977,23537,ILE-DE-FRANCE
316,RHONE,LA MULATIERE,54.793407597283114,6399,EST
317,OISE,CHANTILLY,54.59330881057133,10069,NORD
318,LOIRET,MONTARGIS,54.535758494089883,14322,OUEST
319,NORD,ANZIN,54.35453048362919,13416,NORD
320,NORD,COUDEKERQUE-BRANCHE,53.858892274016362,21679,NORD
321,VAL-D'OISE,SAINT-LEU-LA-FORET,53.852458899622945,15831,ILE-DE-FRANCE
322,VAL-D'OISE,SAINT-BRICE-SOUS-FORET,53.723710241113316,15011,ILE-DE-FRANCE
323,SEINE-ET-MARNE,LAGNY-SUR-MARNE,53.567258853077682,21595,ILE-DE-FRANCE
324,COTE-D'OR,CHENOVE,53.362004799269926,14341,EST
325,HAUTES-PYRENEES,TARBES,53.344964659559935,39458,SUD
326,BOUCHES-DU-RHONE,MARSEILLE--9E--ARRONDISSEMENT,53.207126996555161,69442,SUD
327,VAL-D'OISE,MONTMAGNY,53.166874136178386,13804,ILE-DE-FRANCE
328,SEINE-ET-MARNE,FONTAINEBLEAU,52.987403366461223,14181,ILE-DE-FRANCE
329,SEINE-ET-MARNE,CHELLES,52.9647172041614,56000,ILE-DE-FRANCE
330,HAUT-RHIN,COLMAR,52.591623211660192,62490,EST
331,RHONE,PIERRE-BENITE,52.375707943949152,10200,EST
332,SEINE-SAINT-DENIS,GOURNAY-SUR-MARNE,52.373550190006455,6925,ILE-DE-FRANCE
333,BAS-RHIN,ILLKIRCH-GRAFFENSTADEN,52.351200744351381,24582,EST
334,SEINE-SAINT-DENIS,VAUJOURS,52.197389742392815,6607,ILE-DE-FRANCE
335,YVELINES,CONFLANS-SAINTE-HONORINE,52.160700996067725,36260,ILE-DE-FRANCE
336,NORD,BERGUES,51.8782067741103,3507,NORD
337,SEINE-ET-MARNE,MOISSY-CRAMAYEL,51.68074359903639,17820,ILE-DE-FRANCE
338,VAR,LA SEYNE-SUR-MER,51.454394036219959,66343,SUD
339,CALVADOS,HEROUVILLE-SAINT-CLAIR,51.2757121008148,20305,NORD
340,SEINE-ET-MARNE,ROISSY-EN-BRIE,51.202513246204951,22459,ILE-DE-FRANCE
341,VAL-D'OISE,VAUREAL,51.193826883643595,16523,ILE-DE-FRANCE
342,ALPES-MARITIMES,ANTIBES,51.172269765892587,75779,SUD
343,VAL-DE-MARNE,VILLENEUVE-LE-ROI,51.149183981337643,20878,ILE-DE-FRANCE
344,SAVOIE,CHAMBERY,51.069854857971549,55121,EST
345,MARNE,CHALONS-EN-CHAMPAGNE,50.897370027651654,40366,EST
346,YVELINES,LES MUREAUX,50.883092125912071,32308,ILE-DE-FRANCE
347,VAL-D'OISE,ARNOUVILLE,50.692904770575176,14884,ILE-DE-FRANCE
348,VAL-D'OISE,SAINT-OUEN-L'AUMONE,50.661336975957333,24417,ILE-DE-FRANCE
349,BOUCHES-DU-RHONE,MARSEILLE-13E--ARRONDISSEMENT,50.660394917131363,87094,SUD
350,VAL-DE-MARNE,SUCY-EN-BRIE,50.467388057685248,26791,ILE-DE-FRANCE
351,VAL-D'OISE,CORMEILLES-EN-PARISIS,50.353686886232886,24220,ILE-DE-FRANCE
352,HAUTE-SAVOIE,ANNECY,50.156695884252777,121852,EST
353,SEINE-MARITIME,DIEPPE,50.029949555823563,29385,NORD
354,ESSONNE,CROSNE,50.000808446111165,8841,ILE-DE-FRANCE
355,YVELINES,CARRIERES-SUR-SEINE,49.98924505004927,15407,ILE-DE-FRANCE
356,ESSONNE,BRUNOY,49.934812995743584,25801,ILE-DE-FRANCE
357,ESSONNE,MONTGERON,49.856475878115489,24590,ILE-DE-FRANCE
358,MOSELLE,LE BAN-SAINT-MARTIN,49.599011997329512,4331,EST
359,YVELINES,MAUREPAS,49.309562426301326,19287,ILE-DE-FRANCE
360,VAL-DE-MARNE,RUNGIS,49.211902614723584,5653,ILE-DE-FRANCE
361,YVELINES,BOUGIVAL,49.109974765735821,8954,ILE-DE-FRANCE
362,NORD,HAUBOURDIN,48.978659384095948,14901,NORD
363,AIN,FERNEY-VOLTAIRE,48.7499424429866,7607,EST
364,AVEYRON,RODEZ,48.660367955671774,21492,SUD
365,COTE-D'OR,TALANT,48.626272294125791,10905,EST
366,VAL-D'OISE,GOUSSAINVILLE,48.52317278654089,32341,ILE-DE-FRANCE
367,NORD,MARCQ-EN-BAROEUL,48.437266440465429,38103,NORD
368,YVELINES,MONTESSON,48.276560047313957,15156,ILE-DE-FRANCE
369,ESSONNE,YERRES,48.166375595720751,28944,ILE-DE-FRANCE
370,SEINE-ET-MARNE,COMBS-LA-VILLE,48.103964769094588,22384,ILE-DE-FRANCE
371,YVELINES,CROISSY-SUR-SEINE,48.0296551188624,10286,ILE-DE-FRANCE
372,NORD,WASQUEHAL,47.886033321015248,20592,NORD
373,RHONE,TASSIN-LA-DEMI-LUNE,47.869560146540316,21292,EST
374,SEINE-MARITIME,SAINTE-ADRESSE,47.704854988190796,7649,NORD
375,NORD,WATTRELOS,47.584694238988213,41626,NORD
376,AUBE,SAINTE-SAVINE,47.45142995616343,10528,EST
377,OISE,NOGENT-SUR-OISE,47.441870348370365,18572,NORD
378,ESSONNE,MORANGIS,47.388526853682642,12946,ILE-DE-FRANCE
379,LOT-ET-GARONNE,AGEN,47.258340344141573,29982,OUEST
380,MEURTHE-ET-MOSELLE,VILLERS-LES-NANCY,47.205485134235253,13809,EST
381,ALPES-MARITIMES,MENTON,47.200892866678437,32386,SUD
382,LOIRE-ATLANTIQUE,REZE,47.140805400135,39685,OUEST
383,YVELINES,VERNEUIL-SUR-SEINE,47.087602102464281,16035,ILE-DE-FRANCE
384,SEINE-ET-MARNE,LIEUSAINT,47.079552784209923,12232,ILE-DE-FRANCE
385,DOUBS,BESANCON,47.002622367750924,101935,EST
386,HAUTE-CORSE,BASTIA,46.980203043531361,33168,SUD
387,SEINE-SAINT-DENIS,MONTFERMEIL,46.825329897613834,25604,ILE-DE-FRANCE
388,HAUTS-DE-SEINE,VAUCRESSON,46.805701761807391,8987,ILE-DE-FRANCE
389,OISE,BEAUVAIS,46.725736086951443,54787,NORD
390,VAL-D'OISE,MARGENCY,46.698948865297361,2912,ILE-DE-FRANCE
391,ALPES-MARITIMES,BEAULIEU-SUR-MER,46.691576881324316,3629,SUD
392,RHONE,SAINTE-FOY-LES-LYON,46.683810667008267,22124,EST
393,LOIRE-ATLANTIQUE,SAINT-SEBASTIEN-SUR-LOIRE,46.557391658370605,25904,OUEST
394,MOSELLE,STIRING-WENDEL,46.446440963468568,11649,EST
395,MARNE,MAGENTA,46.436584915114267,1749,EST
396,ALLIER,MOULINS,46.435929649861436,18391,EST
397,VAL-D'OISE,EZANVILLE,46.2844161255851,9811,ILE-DE-FRANCE
398,EURE,EVREUX,46.214263298102814,47200,NORD
399,ESSONNE,GRIGNY,46.162460141599368,28234,ILE-DE-FRANCE
400,YVELINES,ELANCOURT,46.09059244051938,27003,ILE-DE-FRANCE
401,MEURTHE-ET-MOSELLE,ESSEY-LES-NANCY,46.080154043849937,8398,EST
402,YVELINES,MANTES-LA-VILLE,46.0741975590292,20631,ILE-DE-FRANCE
403,DROME,VALENCE,45.982322218358057,60511,EST
404,SEINE-ET-MARNE,SAVIGNY-LE-TEMPLE,45.944168300525227,30228,ILE-DE-FRANCE
405,BAS-RHIN,OSTWALD,45.901620439603761,11798,EST
406,VAL-D'OISE,BEAUMONT-SUR-OISE,45.868176048557906,9419,ILE-DE-FRANCE
407,BOUCHES-DU-RHONE,MARSEILLE-15E--ARRONDISSEMENT,45.814216941253591,74108,SUD
408,OISE,MARGNY-LES-COMPIEGNE,45.79147249551739,8097,NORD
409,PYRENEES-ATLANTIQUES,BAYONNE,45.720038994220367,44363,OUEST
410,VAL-D'OISE,BEAUCHAMP,45.526118861680317,9178,ILE-DE-FRANCE
411,VAL-D'OISE,DOMONT,45.25521324096627,15546,ILE-DE-FRANCE
412,SEINE-MARITIME,ELBEUF,45.137020385666716,15238,NORD
413,ALPES-MARITIMES,CAGNES-SUR-MER,45.136368748910307,49418,SUD
414,MOSELLE,HAGONDANGE,45.117101486024119,9157,EST
415,AIN,BOURG-EN-BRESSE,44.651719083508617,38277,EST
416,HAUT-RHIN,NEUF-BRISACH,44.645172998913459,1804,EST
417,ISERE,EYBENS,44.624295264516078,10468,EST
418,NORD,GRAND-FORT-PHILIPPE,44.608083956589383,5161,NORD
419,NORD,DOUAI,44.528305520562775,38659,NORD
420,PYRENEES-ORIENTALES,PERPIGNAN,44.478018813543095,109525,SUD
421,PAS-DE-CALAIS,BETHUNE,44.470342484433267,23764,NORD
422,GIRONDE,LORMONT,44.458927861697056,21201,OUEST
423,VAL-D'OISE,ERAGNY,44.405722168049884,17348,ILE-DE-FRANCE
424,VAL-D'OISE,FOSSES,44.3212491015831,10077,ILE-DE-FRANCE
425,BAS-RHIN,ECKBOLSHEIM,44.249816961903974,6514,EST
426,SEINE-MARITIME,CAUDEBEC-LES-ELBEUF,44.199716936739051,9931,NORD
427,SAVOIE,AIX-LES-BAINS,44.19970691291843,29998,EST
428,MARNE,EPERNAY,44.161011275929859,22147,EST
429,ARDENNES,CHARLEVILLE-MEZIERES,44.120256748177411,45603,EST
430,ESSONNE,EPINAY-SUR-ORGE,44.066774370733995,10084,ILE-DE-FRANCE
431,PUY-DE-DOME,BEAUMONT,43.9799250767783,10912,EST
432,HAUTE-GARONNE,BLAGNAC,43.952687245667633,22654,SUD
433,NORD,GRANDE-SYNTHE,43.913485023943771,20833,NORD
434,HAUTE-SAVOIE,THONON-LES-BAINS,43.775159535229655,34204,EST
435,MEURTHE-ET-MOSELLE,JOEUF,43.692253645828707,6403,EST
436,DOUBS,SOCHAUX,43.522625138763587,3902,EST
437,GIRONDE,BRUGES,43.50919389922079,17328,OUEST
438,RHONE,FONTAINES-SUR-SAONE,43.466153732826044,7295,EST
439,ESSONNE,BOUSSY-SAINT-ANTOINE,43.392889337258339,7048,ILE-DE-FRANCE
440,SEINE-ET-MARNE,EMERAINVILLE,43.326486021541953,7406,ILE-DE-FRANCE
441,AISNE,SOISSONS,43.280863226413089,26687,NORD
442,VAL-D'OISE,PERSAN,43.269324016885392,12183,ILE-DE-FRANCE
443,COTE-D'OR,FONTAINE-LES-DIJON,43.152795393715571,8804,EST
444,ORNE,ALENCON,43.076622616990079,23699,NORD
445,PAS-DE-CALAIS,LENS,43.044481558015391,31088,NORD
446,ISERE,SEYSSINET-PARISET,43.039793087300239,12252,EST
447,ESSONNE,BRETIGNY-SUR-ORGE,42.993932144031618,26408,ILE-DE-FRANCE
448,PYRENEES-ATLANTIQUES,BIARRITZ,42.869271922183856,24770,OUEST
449,INDRE-ET-LOIRE,SAINT-PIERRE-DES-CORPS,42.863748951509535,15446,OUEST
450,EURE-ET-LOIR,MAINVILLIERS,42.807736542395567,10637,OUEST
451,LOIRET,FLEURY-LES-AUBRAIS,42.790732019056435,21196,OUEST
452,MOSELLE,TALANGE,42.725968238825871,7273,EST
453,YVELINES,PLAISIR,42.724041082263291,31548,ILE-DE-FRANCE
454,VAL-DE-MARNE,ORMESSON-SUR-MARNE,42.612082545159204,10366,ILE-DE-FRANCE
455,YVELINES,LE VESINET,42.460197058173648,15264,ILE-DE-FRANCE
456,YVELINES,VILLEPREUX,42.434414786878108,10586,ILE-DE-FRANCE
457,SEINE-ET-MARNE,MONTEREAU-FAULT-YONNE,42.425026366322939,18505,ILE-DE-FRANCE
458,VIENNE,POITIERS,42.3232758756998,70387,OUEST
459,MEURTHE-ET-MOSELLE,LONGWY,42.27588202932278,13508,EST
460,VAL-D'OISE,JOUY-LE-MOUTIER,42.243617599385317,16599,ILE-DE-FRANCE
461,DOUBS,MONTBELIARD,42.1009516744958,23227,EST
462,HAUTE-VIENNE,LIMOGES,42.057842886137237,115787,OUEST
463,HAUT-RHIN,RIEDISHEIM,42.054512050399232,11877,EST
464,LOIRE-ATLANTIQUE,SAINT-HERBLAIN,42.023665051257339,45495,OUEST
465,NORD,VILLENEUVE-D'ASCQ,42.004110739220167,55752,NORD
466,MOSELLE,CLOUANGE,41.958930356669093,3602,EST
467,YVELINES,LA CELLE-SAINT-CLOUD,41.952682109173388,21483,ILE-DE-FRANCE
468,ESSONNE,DRAVEIL,41.917638971693222,28630,ILE-DE-FRANCE
469,SEINE-ET-MARNE,MONTEVRAIN,41.759850604366946,10346,ILE-DE-FRANCE
470,HAUT-RHIN,PFASTATT,41.701977816037029,9282,EST
471,HAUTE-SAONE,VESOUL,41.6752941776038,14011,EST
472,RHONE,RILLIEUX-LA-PAPE,41.59358087387001,29901,EST
473,RHONE,SAINT-PRIEST,41.579733872491239,45533,EST
474,PAS-DE-CALAIS,OUTREAU,41.569861613787225,14164,NORD
475,ALPES-MARITIMES,CAP-D'AIL,41.545501387796342,4762,SUD
476,COTES-D'ARMOR,SAINT-BRIEUC,41.504778756945448,41702,OUEST
477,ARDECHE,GUILHERAND-GRANGES,41.403992113134024,10825,EST
478,COTE-D'OR,CHEVIGNY-SAINT-SAUVEUR,41.354156858766984,11057,EST
479,VAL-D'OISE,MENUCOURT,41.24337475822508,5394,ILE-DE-FRANCE
480,NORD,MOUVAUX,41.186149995436082,13619,NORD
481,SEINE-ET-MARNE,DAMMARIE-LES-LYS,41.174196293317372,21281,ILE-DE-FRANCE
482,SEINE-MARITIME,SAINT-ETIENNE-DU-ROUVRAY,41.127627097179953,27536,NORD
483,MOSELLE,KNUTANGE,40.989629316974494,3222,EST
484,ILLE-ET-VILAINE,SAINT-JACQUES-DE-LA-LANDE,40.865720066091548,11553,OUEST
485,VAL-D'OISE,SURVILLIERS,40.769960335821729,4024,ILE-DE-FRANCE
486,YONNE,SENS,40.748907198338713,25123,EST
487,SEINE-MARITIME,DARNETAL,40.619763223090537,9080,NORD
488,MOSELLE,THIONVILLE,40.544571967843815,38239,EST
489,YVELINES,CHANTELOUP-LES-VIGNES,40.493490657938167,10542,ILE-DE-FRANCE
490,SEINE-ET-MARNE,BRIE-COMTE-ROBERT,40.4391942133014,16542,ILE-DE-FRANCE
491,YVELINES,RAMBOUILLET,40.203695313802783,26319,ILE-DE-FRANCE
492,JURA,LONS-LE-SAUNIER,40.202721577009655,16449,EST
493,NORD,WATTIGNIES,40.11772690795447,13846,NORD
494,VAL-D'OISE,COURDIMANCHE,40.117225602957724,6646,ILE-DE-FRANCE
495,SEINE-MARITIME,BONSECOURS,40.094221833294753,6454,NORD
496,LOIRET,SAINT-JEAN-DE-LA-RUELLE,40.02947353121089,16791,OUEST
497,PAS-DE-CALAIS,BILLY-MONTIGNY,39.864865841277684,8003,NORD
498,HAUT-RHIN,GUEBWILLER,39.759614946043058,11020,EST
499,YVELINES,LIMAY,39.741417068509158,18309,ILE-DE-FRANCE
500,GIRONDE,MERIGNAC,39.72098007924275,65779,OUEST
501,NORD,MARQUETTE-LEZ-LILLE,39.615095534253761,10349,NORD
502,SEINE-ET-MARNE,MITRY-MORY,39.59374899466971,19849,ILE-DE-FRANCE
503,MOSELLE,TERVILLE,39.583767272687481,6638,EST
504,BOUCHES-DU-RHONE,MARSEILLE-16E--ARRONDISSEMENT,39.433823203150638,16345,SUD
505,MEURTHE-ET-MOSELLE,MAXEVILLE,39.417633105020904,7987,EST
506,PAS-DE-CALAIS,SAINT-NICOLAS,39.398934677846448,4621,NORD
507,SAONE-ET-LOIRE,MACON,39.350475717393913,31864,EST
508,ESSONNE,ORSAY,39.3395245728969,15554,ILE-DE-FRANCE
509,ISERE,SAINT-EGREVE,39.306443040350459,15727,EST
510,VAL-D'OISE,GROSLAY,39.197381341919026,8119,ILE-DE-FRANCE
511,SEINE-MARITIME,HARFLEUR,39.076048003066489,8141,NORD
512,HAUTE-GARONNE,RAMONVILLE-SAINT-AGNE,38.948310082153135,13244,SUD
513,AIN,THOISSEY,38.871288832710391,1534,EST
514,HAUT-RHIN,SAINT-LOUIS,38.715215843511729,19732,EST
515,ILLE-ET-VILAINE,FOUGERES,38.701785575516936,19031,OUEST
516,HAUTE-SAVOIE,CLUSES,38.691854113560957,17950,EST
517,PARIS,PARIS-10E-ARRONDISSEMENT,38.600183258157855,92220,ILE-DE-FRANCE
518,MEURTHE-ET-MOSELLE,VILLERUPT,38.555147355354947,8317,EST
519,HERAULT,PALAVAS-LES-FLOTS,38.533788190059688,6810,SUD
520,CORSE-DU-SUD,AJACCIO,38.482334961250551,51031,SUD
521,LOIRE,FIRMINY,38.445504106063908,16787,EST
522,HAUT-RHIN,ILLZACH,38.417628588031171,14455,EST
523,DOUBS,PONTARLIER,38.315946430093952,18126,EST
524,ESSONNE,QUINCY-SOUS-SENART,38.28905124014571,8581,ILE-DE-FRANCE
525,VAL-D'OISE,ROISSY-EN-FRANCE,38.261495648516863,2536,ILE-DE-FRANCE
526,MORBIHAN,VANNES,38.193584436425205,49788,OUEST
527,RHONE,MEYZIEU,38.179705462423286,32661,EST
528,YVELINES,VOISINS-LE-BRETONNEUX,38.169551095370821,11528,ILE-DE-FRANCE
529,ESSONNE,VERRIERES-LE-BUISSON,38.113246939579135,15792,ILE-DE-FRANCE
530,PAS-DE-CALAIS,MONTIGNY-EN-GOHELLE,38.06437947856147,9386,NORD
531,SEINE-MARITIME,PETIT-COURONNE,38.0489105018178,8691,NORD
532,BOUCHES-DU-RHONE,PLAN-DE-CUQUES,38.030331820953577,11085,SUD
533,CHARENTE-MARITIME,ROCHEFORT,37.983018597465339,23870,OUEST
534,CHARENTE,ANGOULEME,37.9673071570507,38118,OUEST
535,NORD,PERENCHIES,37.819535149717147,8240,NORD
536,MARNE,TINQUEUX,37.797337631308636,9761,EST
537,HERAULT,LA GRANDE-MOTTE,37.773697213554662,9977,SUD
538,BAS-RHIN,WOLFISHEIM,37.770249714403889,4116,EST
539,ESSONNE,VILLEMOISSON-SUR-ORGE,37.648151289408105,6872,ILE-DE-FRANCE
540,VAL-D'OISE,HERBLAY,37.621453181535387,28353,ILE-DE-FRANCE
541,PYRENEES-ATLANTIQUES,HENDAYE,37.574141241725037,16426,OUEST
542,VAL-D'OISE,BOUFFEMONT,37.521951198752738,5910,ILE-DE-FRANCE
543,VAL-DE-MARNE,LA QUEUE-EN-BRIE,37.402729829604525,12012,ILE-DE-FRANCE
544,NIEVRE,NEVERS,37.330873024069511,32322,EST
545,ESSONNE,VILLEBON-SUR-YVETTE,37.282669322383491,10452,ILE-DE-FRANCE
546,VAL-D'OISE,PUISEUX-EN-FRANCE,37.170473323179834,3602,ILE-DE-FRANCE
547,ESSONNE,IGNY,37.103738270540532,10353,ILE-DE-FRANCE
548,BAS-RHIN,SOUFFELWEYERSHEIM,37.005560154531992,7615,EST
549,HAUTE-SAVOIE,VILLE-LA-GRAND,36.933693693796592,8323,EST
550,VAUCLUSE,AVIGNON,36.865121104415728,90106,SUD
551,MAYENNE,LAVAL,36.81089189784371,46364,OUEST
552,MEURTHE-ET-MOSELLE,HERSERANGE,36.795350595086404,3911,EST
553,MOSELLE,MAIZIERES-LES-METZ,36.792456831839353,11173,EST
554,NORD,LEZENNES,36.705880298480473,3151,NORD
555,SEINE-MARITIME,MONT-SAINT-AIGNAN,36.685502692225562,16125,NORD
556,YVELINES,ANDRESY,36.672449953150284,12800,ILE-DE-FRANCE
557,VAL-D'OISE,LOUVRES,36.665330062263521,9756,ILE-DE-FRANCE
558,INDRE-ET-LOIRE,LA RICHE,36.659743301828136,9616,OUEST
559,VAL-DE-MARNE,NOISEAU,36.607532196636768,4677,ILE-DE-FRANCE
560,LOIRE-ATLANTIQUE,SAINT-NAZAIRE,36.566023880264069,69083,OUEST
561,BAS-RHIN,OBERHAUSBERGEN,36.56466002437714,4870,EST
562,MEURTHE-ET-MOSELLE,TOMBLAINE,36.51581079725301,8560,EST
563,PUY-DE-DOME,AULNAT,36.496296504600224,4146,EST
564,SEINE-ET-MARNE,BAILLY-ROMAINVILLIERS,36.494483093445822,7305,ILE-DE-FRANCE
565,SEINE-MARITIME,FECAMP,36.486719209802459,18422,NORD
566,PAS-DE-CALAIS,ELEU-DIT-LEAUWETTE,36.37166763042287,3047,NORD
567,RHONE,DECINES-CHARPIEU,36.368725179510214,28684,EST
568,SEINE-ET-MARNE,OZOIR-LA-FERRIERE,36.364471126550804,20289,ILE-DE-FRANCE
569,BOUCHES-DU-RHONE,MARIGNANE,36.293465792958351,35161,SUD
570,ESSONNE,VILLIERS-SUR-ORGE,36.261530932101486,4699,ILE-DE-FRANCE
571,SEINE-ET-MARNE,NEMOURS,36.1798451374351,12901,ILE-DE-FRANCE
572,COTE-D'OR,QUETIGNY,35.984596459801764,9093,EST
573,MARNE,VITRY-LE-FRANCOIS,35.900914042432085,11574,EST
574,SOMME,LONGUEAU,35.881862617287766,5603,NORD
575,INDRE,CHATEAUROUX,35.881795183188153,42773,OUEST
576,AUBE,LA CHAPELLE-SAINT-LUC,35.8597141554767,11596,EST
577,HAUTE-GARONNE,COLOMIERS,35.832110102419456,36989,SUD
578,CALVADOS,MONDEVILLE,35.785693722799465,9806,NORD
579,HAUTE-LOIRE,LE PUY-EN-VELAY,35.779346906240733,17338,EST
580,SEINE-ET-MARNE,VILLENOY,35.771886806499559,4674,ILE-DE-FRANCE
581,YVELINES,AUBERGENVILLE,35.755889926317558,11603,ILE-DE-FRANCE
582,ISERE,MEYLAN,35.7359616432834,17760,EST
583,CALVADOS,BAYEUX,35.65207921619416,13415,NORD
584,CALVADOS,BLAINVILLE-SUR-ORNE,35.626450806602222,5745,NORD
585,ESSONNE,ETAMPES,35.614600798535747,24488,ILE-DE-FRANCE
586,PAS-DE-CALAIS,NOYELLES-SOUS-LENS,35.5890218183369,6361,NORD
587,MOSELLE,YUTZ,35.55453122979268,15751,EST
588,MOSELLE,NILVANGE,35.553986554284833,4243,EST
589,CALVADOS,LISIEUX,35.479209479810841,19750,NORD
590,MOSELLE,SEREMANGE-ERZANGE,35.323251835341296,4100,EST
591,RHONE,CHAMPAGNE-AU-MONT-D'OR,35.312252555869584,5836,EST
592,PAS-DE-CALAIS,HESDIN,35.240314311283889,2071,NORD
593,AUBE,SAINT-ANDRE-LES-VERGERS,35.151326650083078,12239,EST
594,YVELINES,NOISY-LE-ROI,35.139093061179096,7958,ILE-DE-FRANCE
595,PAS-DE-CALAIS,NOEUX-LES-MINES,35.108972276988361,12201,NORD
596,NORD,MARLY,35.094382034925744,11702,NORD
597,BOUCHES-DU-RHONE,VITROLLES,35.092696926360212,36200,SUD
598,RHONE,NEUVILLE-SUR-SAONE,35.030161736294,7282,EST
599,PYRENEES-ORIENTALES,CANET-EN-ROUSSILLON,34.985598478255731,13233,SUD
600,MOSELLE,LONGEVILLE-LES-METZ,34.963801865964989,3741,EST
601,OISE,MONTATAIRE,34.953565512671247,13677,NORD
602,ISERE,PONT-DE-CHERUY,34.952778681019005,5195,EST
603,HAUT-RHIN,KINGERSHEIM,34.9126538324657,13773,EST
604,ISERE,VILLEFONTAINE,34.888003757460993,18601,EST
605,ALLIER,MONTLUCON,34.884284760225775,35368,EST
606,MOSELLE,AMNEVILLE,34.8318774868775,10622,EST
607,AIN,OYONNAX,34.806238073161232,22748,EST
608,NORD,CAMBRAI,34.745782705379185,31228,NORD
609,EURE,VERNON,34.745476952756427,24130,NORD
610,NORD,BEUVRAGES,34.727680543357692,6808,NORD
611,PAS-DE-CALAIS,LIEVIN,34.724465373577786,29587,NORD
612,COTE-D'OR,SAINT-APOLLINAIRE,34.717256783450132,7351,EST
613,OISE,CHAMBLY,34.674812367492791,10120,NORD
614,SEINE-MARITIME,NOTRE-DAME-DE-BONDEVILLE,34.66123551657325,7291,NORD
615,MORBIHAN,AURAY,34.652053764633813,12570,OUEST
616,YVELINES,MEULAN-EN-YVELINES,34.636013053433416,9106,ILE-DE-FRANCE
617,NORD,LA BASSEE,34.545644565295028,6538,NORD
618,PAS-DE-CALAIS,BERCK,34.488976954432694,13926,NORD
619,RHONE,GRIGNY,34.40162441673241,9675,EST
620,ESSONNE,SAINT-PIERRE-DU-PERRAY,34.395583793405,10701,ILE-DE-FRANCE
621,MORBIHAN,LANESTER,34.374770081010332,22106,OUEST
622,VAL-D'OISE,LA FRETTE-SUR-SEINE,34.261561796684916,4655,ILE-DE-FRANCE
623,SEINE-ET-MARNE,GRETZ-ARMAINVILLIERS,34.242777446330805,8741,ILE-DE-FRANCE
624,NORD,AULNOY-LEZ-VALENCIENNES,34.227891668362247,6221,NORD
625,OISE,CLERMONT,34.19292940292339,9733,NORD
626,DOUBS,AUDINCOURT,34.179724052756569,14434,EST
627,GIRONDE,FLOIRAC,34.162130318232379,17471,OUEST
628,LOIRE-ATLANTIQUE,INDRE,34.149594168945931,3881,OUEST
629,MOSELLE,MONDELANGE,34.143630364191786,5618,EST
630,PAS-DE-CALAIS,HENIN-BEAUMONT,34.082972400908481,26124,NORD
631,EURE-ET-LOIR,DREUX,34.082552053348017,31281,OUEST
632,ALPES-MARITIMES,VILLENEUVE-LOUBET,34.057494099588929,16453,SUD
633,CALVADOS,IFS,34.045685209244326,10850,NORD
634,ALPES-MARITIMES,ROQUEBRUNE-CAP-MARTIN,34.014001720089119,14023,SUD
635,VAL-D'OISE,ECOUEN,34.013864216777243,7229,ILE-DE-FRANCE
636,COTE-D'OR,SAINT-JEAN-DE-LOSNE,33.989367891419128,938,EST
637,ALPES-MARITIMES,MANDELIEU-LA-NAPOULE,33.941553361977505,23876,SUD
638,RHONE,CRAPONNE,33.8651014203342,11200,EST
639,SEINE-ET-MARNE,COULOMMIERS,33.801905411495937,15439,ILE-DE-FRANCE
640,ISERE,BOURGOIN-JALLIEU,33.766820534604342,27798,EST
641,SAVOIE,MOUTIERS,33.75766225535893,3484,EST
642,PAS-DE-CALAIS,SALLAUMINES,33.755044982011306,10083,NORD
643,PAS-DE-CALAIS,SAINT-OMER,33.742034061225226,13822,NORD
644,SAVOIE,ALBERTVILLE,33.73373442183054,18826,EST
645,ALPES-MARITIMES,VALLAURIS,33.723623347595236,28598,SUD
646,HAUTE-GARONNE,FONBEAUZARD,33.690939388897107,2774,SUD
647,PARIS,PARIS-14E-ARRONDISSEMENT,33.66170755702133,122328,ILE-DE-FRANCE
648,MOSELLE,ROMBAS,33.534850416129338,9471,EST
649,OISE,LIANCOURT,33.527406395624162,6224,NORD
650,ESSONNE,WISSOUS,33.445349831444162,7583,ILE-DE-FRANCE
651,LOIR-ET-CHER,BLOIS,33.390912335023849,44150,OUEST
652,CANTAL,AURILLAC,33.360181291513626,24541,EST
653,PUY-DE-DOME,COURNON-D'AUVERGNE,33.264165205508704,20091,EST
654,LOIRE,SAINT-PRIEST-EN-JAREZ,33.225804043751857,5798,EST
655,MEURTHE-ET-MOSELLE,POMPEY,33.205103770738177,4432,EST
656,NORD,HEM,33.142400946499833,18570,NORD
657,SEINE-ET-MARNE,THORIGNY-SUR-MARNE,33.1052594996147,9503,ILE-DE-FRANCE
658,MOSELLE,WOIPPY,33.082706728995028,12775,EST
659,CALVADOS,COLOMBELLES,33.001682374165547,6915,NORD
660,LOIRET,PITHIVIERS,32.996784667976058,9197,OUEST
661,VAR,LA VALETTE-DU-VAR,32.985884174958628,22893,SUD
662,MEURTHE-ET-MOSELLE,MALZEVILLE,32.979745470503282,7869,EST
663,NORD,DOUCHY-LES-MINES,32.849010839128994,10600,NORD
664,OISE,SAINT-JUST-EN-CHAUSSEE,32.843761621992229,5904,NORD
665,EURE,VAL-DE-REUIL,32.8346813632755,12381,NORD
666,COTE-D'OR,LONGVIC,32.819705627836633,8527,EST
667,BOUCHES-DU-RHONE,MARSEILLE-11E--ARRONDISSEMENT,32.784688901013027,56865,SUD
668,ESSONNE,FLEURY-MEROGIS,32.78229886408301,6348,ILE-DE-FRANCE
